competition,event,race,code,position,nationality,time,crew
2013 World Rowing Cup II,LM2x,Lightweight Men's Double Sculls - Semifinal,SA/B 1,6,BRA,07:04.4,"ZIMMERMANN, Roque; DE SOUSA BRITO, Ronald"
2013 World Rowing Cup II,LM2x,Lightweight Men's Double Sculls - Semifinal,SA/B 2,1,AUT,06:39.9,"SIEBER, Paul; SIEBER, Bernhard"
2013 World Rowing Cup II,LM2x,Lightweight Men's Double Sculls - Semifinal,SA/B 2,2,POL,06:40.5,"MIKOLAJCZEWSKI, Artur; JANKOWSKI, Milosz"
2013 World Rowing Cup II,LM2x,Lightweight Men's Double Sculls - Semifinal,SA/B 2,3,NED,06:41.3,"MUDA, Vincent; MUDA, Tycho"
2013 World Rowing Cup II,LM2x,Lightweight Men's Double Sculls - Semifinal,SA/B 2,4,JPN,06:49.7,"IKEDA, Yuki; HAMADA, Yuta"
2013 World Rowing Cup II,LM2x,Lightweight Men's Double Sculls - Semifinal,SA/B 2,5,USA,07:00.5,"ETHRIDGE, Colin; ALTER, Peter"
2013 World Rowing Cup II,LM2x,Lightweight Men's Double Sculls - Semifinal,SA/B 2,6,ARG,07:02.6,"FERNANDEZ, Nicolai; MAYOL, Miguel"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Heat,H1,1,DEN,06:04.0,"WINTHER, Kasper; LARSEN, Jacob; BARSOE, Jacob; JOERGENSEN, Morten"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Heat,H1,2,POL,06:08.5,"PAWLOWSKI, Lukasz; BORCHARDT, Przemyslaw; ZAGORSKI, Tomasz; CIESZKOWSKI, Pawel"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Heat,H1,3,AUT,06:08.8,"CHERNIKOV, Alexander; SIGL, Dominik; BERG, Florian; HELLMEIER, Joschka"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Heat,H1,4,JPN,06:27.2,"SUDA, Takahiro; KATAOKA, Yu; SATO, Yoshinori; NAKANO, Hiroshi"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Heat,H2,1,NZL,06:00.9,"HUNTER, James; LASSCHE, James; TAYLOR, Peter; RAPLEY, Curtis"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Heat,H2,2,GBR,06:03.6,"FREEMAN-PASK, Adam; FLETCHER, William; CLEGG, Jonathan; BARTLEY, Chris"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Heat,H2,3,BRA,06:18.5,"ALMEIDA, Thiago; MEDEIROS KUBIT, Joao; DIAS AMORIM, Celio; ALVES DE OLIVEIRA, Marcos"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Heat,H2,4,EGY,06:20.3,"EMAM, Ahmed; HASSAN, Ali; HAMATOU, Ebrahim; EMAM, Hesham"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Final,FA,1,NZL,05:49.5,"HUNTER, James; LASSCHE, James; TAYLOR, Peter; RAPLEY, Curtis"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Final,FA,2,DEN,05:49.5,"WINTHER, Kasper; LARSEN, Jacob; BARSOE, Jacob; JOERGENSEN, Morten"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Final,FA,3,GBR,05:53.9,"FREEMAN-PASK, Adam; FLETCHER, William; CLEGG, Jonathan; BARTLEY, Chris"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Final,FA,4,AUT,05:55.8,"CHERNIKOV, Alexander; SIGL, Dominik; BERG, Florian; HELLMEIER, Joschka"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Final,FA,5,POL,06:02.5,"PAWLOWSKI, Lukasz; BORCHARDT, Przemyslaw; ZAGORSKI, Tomasz; CIESZKOWSKI, Pawel"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Final,FA,6,JPN,06:07.6,"SUDA, Takahiro; KATAOKA, Yu; SATO, Yoshinori; NAKANO, Hiroshi"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Final,FB,1,BRA,06:40.8,"ALMEIDA, Thiago; MEDEIROS KUBIT, Joao; DIAS AMORIM, Celio; ALVES DE OLIVEIRA, Marcos"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Final,FB,2,EGY,06:54.3,"EMAM, Ahmed; HASSAN, Ali; HAMATOU, Ebrahim; EMAM, Hesham"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Repechage,R,1,GBR,06:07.1,"FREEMAN-PASK, Adam; FLETCHER, William; CLEGG, Jonathan; BARTLEY, Chris"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Repechage,R,2,AUT,06:08.3,"CHERNIKOV, Alexander; SIGL, Dominik; BERG, Florian; HELLMEIER, Joschka"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Repechage,R,3,POL,06:09.9,"PAWLOWSKI, Lukasz; BORCHARDT, Przemyslaw; ZAGORSKI, Tomasz; CIESZKOWSKI, Pawel"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Repechage,R,4,JPN,06:10.7,"SUDA, Takahiro; KATAOKA, Yu; SATO, Yoshinori; NAKANO, Hiroshi"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Repechage,R,5,EGY,06:26.0,"EMAM, Ahmed; HASSAN, Ali; HAMATOU, Ebrahim; EMAM, Hesham"
2013 World Rowing Cup II,LM4-,Lightweight Men's Four - Repechage,R,6,BRA,06:26.4,"ALMEIDA, Thiago; MEDEIROS KUBIT, Joao; DIAS AMORIM, Celio; ALVES DE OLIVEIRA, Marcos"
2013 World Rowing Cup II,LM2-,Lightweight Men's Pair - Final,FA,1,GBR1,06:36.9,"SCRIMGEOUR, Sam; ALDRED, Mark"
2013 World Rowing Cup II,LM2-,Lightweight Men's Pair - Final,FA,2,GBR2,06:38.8,"BEDFORD, Matthew; KIMBERLEY, Wilf"
2013 World Rowing Cup II,LM2-,Lightweight Men's Pair - Final,FA,3,AUT,06:45.4,"HAGER, Michael; LEMP, Markus"
2013 World Rowing Cup II,LM2-,Lightweight Men's Pair - Final,FA,4,JPN,06:49.5,"ENDO, Hikaru; MITSUOKA, Kosuke"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Heat,H1,1,POR1,07:05.6,"FRAGA, Pedro"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Heat,H1,2,GER2,07:07.4,"STEINHUEBEL, Konstantin"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Heat,H1,3,GBR1,07:08.3,"KIRKWOOD, Jamie"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Heat,H1,4,GBR2,07:16.3,"BODDY, Chris"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Heat,H1,5,AZE,07:44.0,"SAADOV, Farid"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Heat,H1,6,SIN,07:54.3,"HAMZAH, Nadzrie"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Heat,H2,1,IRL,07:13.9,"O'DONOVAN, Paul"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Heat,H2,2,NZL,07:17.4,"GRANT, Duncan"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Heat,H2,3,HKG,07:27.7,"KWOK, Kwan Ting"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Heat,H2,4,KOR,07:28.7,"LEE, Hakbeom"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Heat,H2,5,BRA2,07:30.9,"NAZARIO, Dego"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Heat,H2,6,JPN,07:32.5,"TSUKAMOTO, Akiyoshi"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Heat,H3,1,DEN1,07:10.7,"JENSEN, Steffen"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Heat,H3,2,DEN2,07:11.1,"BENDTSEN, Andrej"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Heat,H3,3,USA,07:12.2,"MC ADAM, Hugh"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Heat,H3,4,POR2,07:27.5,"MENDES, Nuno"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Heat,H3,5,DEN3,07:32.7,"MICHAELSEN, Christian"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Heat,H3,6,BRA1,07:34.4,"SILVA, Ailson"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Final,FA,1,POR1,06:57.0,"FRAGA, Pedro"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Final,FA,2,DEN1,06:59.8,"JENSEN, Steffen"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Final,FA,3,DEN2,07:00.2,"BENDTSEN, Andrej"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Final,FA,4,NZL,07:00.7,"GRANT, Duncan"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Final,FA,5,GER2,07:04.7,"STEINHUEBEL, Konstantin"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Final,FA,6,IRL,07:06.7,"O'DONOVAN, Paul"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Final,FB,1,GBR1,07:00.7,"KIRKWOOD, Jamie"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Final,FB,2,USA,07:05.6,"MC ADAM, Hugh"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Final,FB,3,GBR2,07:08.0,"BODDY, Chris"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Final,FB,4,POR2,07:15.6,"MENDES, Nuno"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Final,FB,5,DEN3,07:31.2,"MICHAELSEN, Christian"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Final,FC,1,KOR,07:41.7,"LEE, Hakbeom"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Final,FC,2,AZE,07:47.3,"SAADOV, Farid"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Final,FC,3,HKG,07:47.9,"KWOK, Kwan Ting"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Final,FC,4,BRA2,07:48.9,"NAZARIO, Dego"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Final,FC,5,JPN,07:52.7,"TSUKAMOTO, Akiyoshi"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Final,FC,6,SIN,08:07.6,"HAMZAH, Nadzrie"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Repechage,R1,1,GBR1,07:16.4,"KIRKWOOD, Jamie"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Repechage,R1,2,BRA1,07:22.7,"SILVA, Ailson"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Repechage,R1,3,POR2,07:27.6,"MENDES, Nuno"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Repechage,R1,4,HKG,07:40.7,"KWOK, Kwan Ting"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Repechage,R1,5,BRA2,07:53.2,"NAZARIO, Dego"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Repechage,R1,6,SIN,08:03.1,"HAMZAH, Nadzrie"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Repechage,R2,1,USA,07:15.0,"MC ADAM, Hugh"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Repechage,R2,2,GBR2,07:15.7,"BODDY, Chris"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Repechage,R2,3,DEN3,07:25.9,"MICHAELSEN, Christian"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Repechage,R2,4,KOR,07:29.3,"LEE, Hakbeom"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Repechage,R2,5,AZE,07:34.9,"SAADOV, Farid"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Repechage,R2,6,JPN,07:36.8,"TSUKAMOTO, Akiyoshi"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 1,1,POR1,07:21.4,"FRAGA, Pedro"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 1,2,IRL,07:24.4,"O'DONOVAN, Paul"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 1,3,DEN2,07:25.7,"BENDTSEN, Andrej"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 1,4,USA,07:36.4,"MC ADAM, Hugh"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 1,5,DEN3,08:06.6,"MICHAELSEN, Christian"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 1,0,BRA1,00:00.0,"SILVA, Ailson"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 2,1,DEN1,07:17.6,"JENSEN, Steffen"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 2,2,GER2,07:18.8,"STEINHUEBEL, Konstantin"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 2,3,NZL,07:19.6,"GRANT, Duncan"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 2,4,GBR1,07:20.8,"KIRKWOOD, Jamie"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 2,5,GBR2,07:34.9,"BODDY, Chris"
2013 World Rowing Cup II,LM1x,Lightweight Men's Single Sculls - Semifinal,SA/B 2,6,POR2,07:52.4,"MENDES, Nuno"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Heat,H1,1,GBR1,07:02.2,"TWYMAN, Kathryn; WALSH, Imogen"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Heat,H1,2,GBR2,07:07.7,"STUBBS, Brianna; PIGGOTT, Eleanor"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Heat,H1,3,POL,07:19.3,"WELNA, Katarzyna; DERESZ, Weronika"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Heat,H1,4,JPN2,07:21.7,"OISHI, Ayami; FUKUMOTO, Atsumi"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Heat,H1,5,HKG,07:47.5,"NG, Wing Hei; LEE, Yuen Yin"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Heat,H2,1,GER,07:05.8,"MUELLER, Lena; NOSKE, Anja"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Heat,H2,2,SWE,07:09.6,"LILJA, Cecilia; FREDH, Emma"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Heat,H2,3,ARG,07:16.8,"ROHNER, Maria Clara; PALERMO, Lucia"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Heat,H2,4,DEN,07:19.5,"PULTZ, Christina; OLSEN, Helene"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Heat,H2,5,JPN1,07:30.1,"SUEHIRO, Asumi; WAKAI, Eri"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Final,FA,1,GER,06:58.3,"MUELLER, Lena; NOSKE, Anja"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Final,FA,2,GBR1,07:00.0,"TWYMAN, Kathryn; WALSH, Imogen"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Final,FA,3,SWE,07:00.4,"LILJA, Cecilia; FREDH, Emma"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Final,FA,4,GBR2,07:02.7,"STUBBS, Brianna; PIGGOTT, Eleanor"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Final,FA,5,POL,07:06.4,"WELNA, Katarzyna; DERESZ, Weronika"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Final,FA,6,DEN,07:10.7,"PULTZ, Christina; OLSEN, Helene"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Final,FB,1,JPN2,07:41.6,"OISHI, Ayami; FUKUMOTO, Atsumi"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Final,FB,2,ARG,07:46.0,"ROHNER, Maria Clara; PALERMO, Lucia"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Final,FB,3,HKG,08:12.2,"NG, Wing Hei; LEE, Yuen Yin"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Final,FB,4,JPN1,08:26.9,"SUEHIRO, Asumi; WAKAI, Eri"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Repechage,R,1,POL,07:21.1,"WELNA, Katarzyna; DERESZ, Weronika"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Repechage,R,2,DEN,07:21.9,"PULTZ, Christina; OLSEN, Helene"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Repechage,R,3,ARG,07:25.8,"ROHNER, Maria Clara; PALERMO, Lucia"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Repechage,R,4,JPN2,07:26.6,"OISHI, Ayami; FUKUMOTO, Atsumi"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Repechage,R,5,JPN1,07:38.8,"SUEHIRO, Asumi; WAKAI, Eri"
2013 World Rowing Cup II,LW2x,Lightweight Women's Double Sculls - Repechage,R,6,HKG,07:50.1,"NG, Wing Hei; LEE, Yuen Yin"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Heat,H1,1,AUT1,07:49.4,"TAUPE-TRAER, Michaela"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Heat,H1,2,GER3,07:59.1,"PLESS, Leonie"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Heat,H1,3,HKG1,08:05.8,"LEE, Ka Man"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Heat,H1,4,AUT2,08:24.4,"BORZACCHINI, Stefanie"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Heat,H1,5,SIN,08:27.4,"SAIYIDAH, Aisyah"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Heat,H2,1,BRA,07:54.9,"BELTRAME, Fabiana"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Heat,H2,2,GBR,07:59.1,"WALCZAK, Ruth"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Heat,H2,3,IRL,08:07.8,"LAMBE, Claire"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Heat,H2,4,PAR,08:29.7,"MOSQUEIRA, Gabriela"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Heat,H2,5,HKG2,08:34.6,"TAI, Ho Yan"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Final,FA,1,AUT1,07:36.6,"TAUPE-TRAER, Michaela"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Final,FA,2,GER3,07:45.0,"PLESS, Leonie"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Final,FA,3,BRA,07:46.5,"BELTRAME, Fabiana"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Final,FA,4,GBR,07:47.4,"WALCZAK, Ruth"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Final,FA,5,IRL,07:55.1,"LAMBE, Claire"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Final,FA,6,HKG1,07:58.8,"LEE, Ka Man"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Final,FB,1,AUT2,08:30.0,"BORZACCHINI, Stefanie"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Final,FB,2,PAR,08:38.1,"MOSQUEIRA, Gabriela"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Final,FB,3,SIN,08:48.8,"SAIYIDAH, Aisyah"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Final,FB,4,HKG2,09:04.6,"TAI, Ho Yan"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Repechage,R,1,IRL,08:05.2,"LAMBE, Claire"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Repechage,R,2,HKG1,08:07.3,"LEE, Ka Man"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Repechage,R,3,PAR,08:18.5,"MOSQUEIRA, Gabriela"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Repechage,R,4,AUT2,08:23.1,"BORZACCHINI, Stefanie"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Repechage,R,5,SIN,08:28.7,"SAIYIDAH, Aisyah"
2013 World Rowing Cup II,LW1x,Lightweight Women's Single Sculls - Repechage,R,6,HKG2,08:35.4,"TAI, Ho Yan"
2013 World Rowing Cup II,LTAMix4+,LTA Mixed Coxed Four - Final,FA,1,GBR,03:39.7,"RELPH, Pamela; RICHES, Naomi; FOX, James C.; HESTER, Oliver; JAMES, Oliver"
2013 World Rowing Cup II,LTAMix4+,LTA Mixed Coxed Four - Final,FA,2,UKR,04:06.1,"STELMAKH, Andrii; RUDKIVSKA, Tetiana; PUKHAIEVA, Olena; ALEKSIEIEV, Dmytro; KOZLOV, Volodymyr"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Heat,H1,1,NZL,06:24.2,"ARMS, Michael; MANSON, Robert"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Heat,H1,2,AZE1,06:33.9,"ALEKSANDROV, Aleksandar; YOTOV, Boris"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Heat,H1,3,KOR,06:34.8,"KIM, Dongyong; CHOI, Do-Sub"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Heat,H1,4,CHN2,06:35.8,"WANG, Tiexin; SUN, Jie"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Heat,H1,5,AZE2,06:54.7,"ANTOV, Ivan; KORNILOV, Alexander"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Heat,H1,6,VEN,07:06.8,"VICENT MONASTERIO, Jakson; VICENT, Junior"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Heat,H2,1,GER,06:22.5,"KNITTEL, Eric; KRUEGER, Stephan"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Heat,H2,2,GBR,06:29.2,"LUCAS, Bill; LANGRIDGE, Matt"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Heat,H2,3,SLO,06:32.6,"MARKOVC, Jernej; FISTRAVEC, Gasper"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Heat,H2,4,FIN,06:34.8,"KARPPINEN, Juho; VEN, Robert"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Heat,H2,5,CZE,06:36.0,"ANDRLE, Jan; PLOCEK, Michal"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Heat,H2,6,CHN1,06:44.3,"ZANG, Ha; CHEN, Tianyi"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Final,FA,1,NZL,06:13.8,"ARMS, Michael; MANSON, Robert"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Final,FA,2,GER,06:15.1,"KNITTEL, Eric; KRUEGER, Stephan"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Final,FA,3,GBR,06:16.4,"LUCAS, Bill; LANGRIDGE, Matt"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Final,FA,4,AZE1,06:16.6,"ALEKSANDROV, Aleksandar; YOTOV, Boris"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Final,FA,5,CZE,06:23.6,"PLOCEK, Michal; ANDRLE, Jan"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Final,FA,6,SLO,06:30.7,"MARKOVC, Jernej; FISTRAVEC, Gasper"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Final,FB,1,FIN,06:56.4,"KARPPINEN, Juho; VEN, Robert"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Final,FB,2,CHN2,06:58.9,"WANG, Tiexin; SUN, Jie"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Final,FB,3,KOR,07:00.2,"KIM, Dongyong; CHOI, Do-Sub"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Final,FB,4,AZE2,07:06.9,"ANTOV, Ivan; KORNILOV, Alexander"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Final,FB,5,CHN1,07:17.8,"ZANG, Ha; CHEN, Tianyi"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Final,FB,6,VEN,07:41.9,"VICENT MONASTERIO, Jakson; VICENT, Junior"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Repechage,R1,1,AZE1,06:22.3,"ALEKSANDROV, Aleksandar; YOTOV, Boris"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Repechage,R1,2,SLO,06:27.9,"MARKOVC, Jernej; FISTRAVEC, Gasper"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Repechage,R1,3,FIN,06:33.0,"KARPPINEN, Juho; VEN, Robert"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Repechage,R1,4,AZE2,06:43.6,"ANTOV, Ivan; KORNILOV, Alexander"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Repechage,R1,5,VEN,07:09.9,"VICENT MONASTERIO, Jakson; VICENT, Junior"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Repechage,R2,1,GBR,06:27.9,"LUCAS, Bill; LANGRIDGE, Matt"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Repechage,R2,2,CZE,06:30.6,"PLOCEK, Michal; ANDRLE, Jan"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Repechage,R2,3,CHN2,06:36.4,"WANG, Tiexin; SUN, Jie"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Repechage,R2,4,KOR,06:42.1,"KIM, Dongyong; CHOI, Do-Sub"
2013 World Rowing Cup II,M2x,Men's Double Sculls - Repechage,R2,5,CHN1,06:47.0,"ZANG, Ha; CHEN, Tianyi"
2013 World Rowing Cup II,M8+,Men's Eight - Final,FA,1,GBR1,05:25.9,"COOK, Oliver; RITCHIE, Daniel; RANSLEY, Tom; FOAD, James; SBIHI, Mohamed; SATCH, William; REED, Pete; TRIGGS HODGE, Andrew; HILL, Phelan"
2013 World Rowing Cup II,M8+,Men's Eight - Final,FA,2,POL,05:26.4,"SCHODOWSKI, Zbigniew; SZPAKOWSKI, Michal; BRZEZINSKI, Marcin; HOJKA, Piotr; BURDA, Mikolaj; JUSZCZAK, Piotr; ARANOWSKI, Krystian; HEJMEJ, Rafal; TROJANOWSKI, Daniel"
2013 World Rowing Cup II,M8+,Men's Eight - Final,FA,3,FRA,05:29.5,"LENTE, Sebastien; BRUNET, Benoit; DEMEY, Benoit; ANDRODIAS, Matthieu; MACQUET, Jean-Baptiste; VERHOEVEN, Thibaut; LANG, Benjamin; DESPRES, Julien; MANCEAU, Benjamin"
